,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,BEGIN_TIME,EVENT_ID,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_DATE,END_DATE,AFFECTED,DAMAGE,LABEL,DAMS,LITHO
35,35,35,35,950.0,200272.0,1700.0,39.3196,-91.4648,39.3162,-92.0393,10/2009/8,10/2009/8,0,0.0,1,27.863729534142696,pb
36,36,36,36,1015.0,200274.0,1700.0,38.76,-91.1852,38.8488,-91.1961,10/2009/8,10/2009/8,0,0.0,1,76.19622590357875,
37,37,37,37,600.0,202269.0,1000.0,35.312,-82.654,35.191,-82.835,11/2009/11,11/2009/11,0,0.0,1,27.557509633485985,sm
38,38,38,38,1100.0,202271.0,1500.0,34.595,-82.2888,34.5943,-82.2432,11/2009/11,11/2009/11,0,0.0,1,44.54861702158328,
39,39,39,39,1950.0,197318.0,2154.0,35.024,-86.6648,35.0222,-86.665,09/2009/20,09/2009/20,0,0.0,1,60.192807869987,
40,40,40,40,1950.0,197319.0,2154.0,35.3189,-86.5435,35.2775,-86.5519,09/2009/20,09/2009/20,0,0.0,1,31.809650237878337,ss
41,41,41,41,300.0,202209.0,600.0,35.425,-82.59200000000001,35.265,-82.529,11/2009/11,11/2009/11,0,5000.0,1,34.6198655619826,sc
42,42,42,42,1802.0,181974.0,1930.0,29.2756,-103.3079,29.2654,-103.2818,06/2009/16,06/2009/16,0,0.0,1,194.2373145095193,sc
43,43,43,43,700.0,202212.0,900.0,35.353,-80.679,35.3,-80.66,11/2009/11,11/2009/11,0,0.0,1,9.839456066711413,sc
44,44,44,44,615.0,202213.0,730.0,35.04,-82.2191,35.0368,-82.2191,11/2009/11,11/2009/11,0,0.0,1,8.486520428350511,sm
45,45,45,45,600.0,202214.0,1200.0,35.425,-82.59200000000001,35.265,-82.529,11/2009/11,11/2009/11,0,0.0,1,34.6198655619826,ss
46,46,46,46,1915.0,200408.0,0.0,34.2166,-85.949,34.2103,-85.9492,10/2009/15,10/2009/16,0,0.0,1,18.62861733820348,ss
47,47,47,47,530.0,200267.0,1700.0,39.05,-92.18,38.7616,-92.1925,10/2009/8,10/2009/8,0,0.0,1,68.69676798937562,sc
48,48,48,48,2155.0,169699.0,2255.0,33.7,-80.22,33.6795,-80.2326,07/2009/6,07/2009/6,0,2000.0,1,28.02183739903923,sc
49,49,49,49,200.0,202019.0,400.0,36.7777,-83.1747,36.7571,-83.1765,12/2009/9,12/2009/9,0,0.0,1,47.17004302589425,
50,50,50,50,200.0,202021.0,545.0,36.7684,-83.70100000000002,36.7637,-83.7149,12/2009/9,12/2009/9,0,0.0,1,9.358460226187617,sm
